date,open,high,low,close,volume,oi
2023-06-01,480.0,480.0,480.0,480.0,2,1
2023-06-20,505.0,505.0,505.0,505.0,1,0
2023-07-13,506.4,506.4,506.4,506.4,1,1
2023-07-20,539.0,541.0,536.0,537.0,72,61
2023-07-21,537.1,537.1,536.0,536.2,20,78
2023-07-24,544.3,544.3,541.3,544.0,22,99
2023-07-25,548.4,552.6,548.4,552.6,5,104
2023-07-26,542.4,542.4,542.4,542.4,3,102
2023-07-27,552.2,552.2,537.0,537.0,64,103
2023-07-28,544.2,544.2,544.2,544.2,3,101
2023-07-31,544.0,545.1,544.0,545.1,2,101
2023-08-02,549.4,549.4,549.4,549.4,1,102
2023-08-03,542.0,542.0,541.0,541.0,2,104
2023-08-07,549.3,549.3,549.3,549.3,1,104
2023-08-10,545.4,545.4,545.4,545.4,1,103
2023-08-11,540.4,549.1,540.4,549.1,2,103
2023-08-16,547.1,547.1,547.1,547.1,1,104
2023-08-17,541.5,549.3,541.5,542.3,5,106
2023-08-18,543.0,543.0,542.7,542.7,21,127
2023-08-23,548.0,548.9,548.0,548.9,2,128
2023-08-25,544.8,544.8,544.8,544.8,1,128
2023-08-30,549.4,549.4,543.0,543.0,6,133
2023-09-01,545.0,545.0,543.2,543.2,3,134
2023-09-05,549.4,555.8,549.4,555.8,3,134
2023-09-06,555.6,555.8,555.6,555.8,3,134
2023-09-07,555.8,572.8,555.8,572.8,17,142
2023-09-08,574.9,580.0,574.5,579.2,39,171
2023-09-11,576.2,576.2,575.0,575.0,22,150
2023-09-13,580.0,580.0,580.0,580.0,1,151
2023-09-15,578.0,578.1,578.0,578.0,7,153
2023-09-18,576.1,579.9,574.7,578.8,6,156
2023-09-20,575.7,575.7,575.0,575.0,9,156
2023-09-21,575.0,575.1,568.1,568.3,119,161
2023-09-22,573.5,573.5,573.3,573.5,3,158
2023-09-25,575.1,575.1,574.9,574.9,2,158
2023-09-26,574.9,574.9,574.8,574.8,2,159
2023-09-27,576.6,577.2,575.4,575.4,11,157
2023-09-28,579.9,580.2,579.9,580.2,3,156
2023-10-09,555.6,558.0,547.0,547.0,12,164
2023-10-10,550.4,550.4,548.0,548.0,2,163
2023-10-11,550.0,550.0,550.0,550.0,2,165
2023-10-12,555.0,555.0,550.0,552.5,3,168
2023-10-13,558.0,558.0,554.6,554.7,4,169
2023-10-16,563.7,565.9,560.1,565.9,4,168
2023-10-17,566.5,566.5,566.5,566.5,1,169
2023-10-18,566.6,568.9,566.0,568.9,9,170
2023-10-19,571.0,571.0,565.5,566.3,7,173
2023-10-20,570.0,574.0,566.5,573.0,15,165
2023-10-23,574.0,574.0,573.0,573.0,6,165
2023-10-24,573.0,573.0,571.0,572.0,4,167
2023-10-25,573.0,573.0,564.4,564.4,5,169
2023-10-26,570.0,572.0,569.0,572.0,5,172
2023-10-27,573.1,573.3,571.0,572.0,17,174
2023-10-30,571.9,574.1,571.8,573.6,7,178
2023-10-31,574.1,576.5,569.9,569.9,7,179
2023-11-01,572.0,573.6,562.0,562.0,5,178
2023-11-02,572.0,572.0,572.0,572.0,4,182
2023-11-03,572.0,572.0,569.0,572.0,9,187
2023-11-06,572.0,572.0,565.4,565.4,2,189
2023-11-07,568.2,568.2,560.0,560.0,5,190
